Company, Ticker,Exchange
Eltek Ltd, ELTK,NASDAQ
Elys Game Technology Corporation, ELYS,NASDAQ
Emachines, EEEE,NASDAQ
Emak Worldwide, EMAKQ,NASDAQ
Embark Technology Inc, EMBK,NASDAQ
Embrex, EMBX,NASDAQ
Emc Corp., EMC,NYSE
EMC Insurance Group Inc, EMCI,NASDAQ
Emclaire Financial Corporation, EMCF,NASDAQ
EMCOR Group Inc, EME,NYSE
EMCORE Corporation, EMKR,NASDAQ
Emerald Holding Inc, EEX,NYSE
Emergent Biosolutions Inc, EBS,NYSE
Emergent Capital, EMG,NYSE
Emerging Markets Horizon Corporation, HORIU,NASDAQ
Emerson Electric Co, EMR,NYSE
Emerson Radio Corp, MSN,AMEX
Emles Real Estate Credit ETF, REC,AMEX
Emmaus Life Sciences Inc, EMMA,NASDAQ
Emmis Communications Corporation, EMMS,NASDAQ
Emmis Communications Corporation, EMMSV,NASDAQ
Empire District Electric Company (The), EDE,NYSE
Empire Resorts, NYNYD,NASDAQ
Empire Resorts Inc, NYNY,NASDAQ
Empire Resources, ERS,NASDAQ
Empire State Realty Trust Inc, ESRT,NYSE
Employers Holdings Inc, EIG,NYSE
Empower Ltd, EMPW,NYSE
Empowerment & Inclusion Capital I Corp., EPWR,NYSE
Empresas Ica Soc Contrladora, ICA,NYSE
Ems Technologies, ELMG,NASDAQ
EMX Royalty Corporation, EMX,AMEX
Enact Holdings Inc, ACT,NASDAQ
Enanta Pharmaceuticals Inc, ENTA,NASDAQ
Enbridge Inc, ENB,NYSE
Enbridge Inc, ENBA,NYSE
Encana Corporation, ECA,NYSE
Encompass Health Corporation, EHC,NYSE
Encore Bancshares, EBTX,NASDAQ
Encore Capital Group Inc, ECPG,NASDAQ
Encore Medical, ENMC,NASDAQ
Encore Wire Corporation, WIRE,NASDAQ
Encorium Grp., ENCOD,NASDAQ
Encysive Pharmaceuticals, ENCY,NASDAQ
Endava plc, DAVA,NYSE
Endeavor Group Holdings Inc, EDR,NYSE
Endeavour Silver Corporation, EXK,NYSE
Endesa Americas S.A. American Depositary Share (Each Representing 30 Shares of ), EOCA,NYSE
Endo International PLC, ENDP,NASDAQ
Endoceutics - Common Shares, ENCX,NASDAQ
Endochoice Holdings, GI,NYSE
Endologix Inc, ELGX,NASDAQ
ENDRA Life Sciences Inc, NDRA,NASDAQ
Endurance Acquisition Corporation, EDNC,NASDAQ
Endurance International Group Holdings Inc, EIGI,NASDAQ
Endurance Specialty Holdings Ltd, ENH,NYSE
Enduro Royalty Trust Trust Units Representing Beneficial Interest IN The Trust, NDRO,NYSE
Endwave Corp., ENWV,NASDAQ
Energem Corporation, ENCPU,NASDAQ
Energizer Holdings Inc, ENR,NYSE
Energous Corporation, WATT,NASDAQ
Energy Focus Inc, EFOI,NASDAQ
Energy Fuels Inc, UUUU,AMEX
Energy Hunter Resources, EHR,NASDAQ
Energy Recovery Inc, ERII,NASDAQ
Energy Select Sector SPDR Fund, XLE,AMEX
Energy Transfer LP, ET,NYSE
Energy Transfer LP, ET,NYSE
Energy Transfer Partners, ETP,AMEX
Energy West, EWSTD,NASDAQ
Energy Xxi (Bermuda) Ltd, EXXID,NASDAQ
Energysouth, ENSI,NASDAQ
Enerkem Inc., NRKM,NASDAQ
Enernoc, ENOC,NASDAQ
Enerpac Tool Group Corp, EPAC,NYSE
Enerplus Corporation, ERF,NYSE
Enersys, ENS,NYSE
Eneti Inc, NETI,NYSE
Enfusion Inc, ENFN,NYSE
EngageSmart Inc, ESMT,NYSE
Engine Gaming and Media Inc, GAME,NASDAQ
Engineered Support Systems, EASI,NASDAQ
ENGlobal Corp, ENG,NASDAQ
ENI Spa, E,NYSE
Enjoy Technology Inc, ENJY,NASDAQ
EnLink Midstream LLC, ENLC,NYSE
Enlivex Therapeutics Ltd, ENLV,NASDAQ
Ennis Inc, EBF,NYSE
Enochian Biosciences Inc, ENOB,NASDAQ
Enova International Inc, ENVA,NYSE
Enovix Corporation, ENVX,NASDAQ
Enpath Medical, NPTH,NASDAQ
Enphase Energy Inc, ENPH,NASDAQ
Enphys Acquisition Corp, NFYS,NYSE
EnPro Industries Inc, NPO,NYSE
Ensco Plc New, ESV,NYSE
ENSERVCO Corporation, ENSV,AMEX
Ensign Group Inc, ENSG,NASDAQ
Ensign Group Inc, ENSGV,NASDAQ
Enstar Group Ltd, ESGR,NASDAQ
Enstar Group Ltd, ESGRO,NASDAQ
Enstar Grp. Limited, ESGRD,NASDAQ
Ensysce Biosciences Inc, ENSC,NASDAQ
Entasis Therapeutics Holdings Inc, ETTX,NASDAQ
Entegra Financial Corporation, ENFC,NASDAQ
Entegris Inc, ENTG,NASDAQ
Entera Bio Ltd, ENTX,NASDAQ
Entercom Communications Corp, ETM,NYSE
Entergy Arkansas LLC, EAB,NYSE
Entergy Arkansas LLC, EAE,NYSE
Entergy Arkansas LLC, EAI,NYSE
Entergy Corp, ETR,NYSE
Entergy Louisiana LLC, ELU,NYSE
Entergy Louisiana LLC, ELC,NYSE
Entergy Louisiana LLC New, ELJ,NYSE
Entergy Mississippi 1ST Mtg Bds, EMQ,NYSE
Entergy Mississippi LLC, EMP,NYSE
Entergy Texas Inc, EZT,NYSE
Enteromedics, ETRM,NASDAQ
Enteromedics, ETRME,NASDAQ
Enterprise 4 0 Technology Acquisition Corporation, ENTF,NASDAQ
Enterprise 4 0 Technology Acquisition Corporation, ENTFU,NASDAQ
Enterprise Bancorp Inc, EBTC,NASDAQ
Enterprise Financial Services Corporation, EFSC,NASDAQ
Enterra Energy Trust - Trust Units, EENC,NASDAQ
Entertainment Gaming Asia Incorporated, EGT,NASDAQ
Enthusiast Gaming Holdings Inc, EGLX,NASDAQ
Entorian Technologies Inc., ENTND,NASDAQ
Entrada Therapeutics Inc, TRDA,NASDAQ
Entravision Communications Corp, EVC,NYSE
Entree Resources Ltd, EGI,AMEX
Entremed, ENMDD,NASDAQ
Entrepreneur 30 Fund, ENTR,NASDAQ
Entrust, ENTU,NASDAQ
Envela Corporation, ELA,AMEX
Enveric Biosciences Inc, ENVB,NASDAQ
Envestnet Inc, ENV,NYSE
Environmental Impact Acquisition Corporation, ENVI,NASDAQ
Environmental Impact Acquisition Corporation, ENVIU,NASDAQ
Environmental Power, EPG,NASDAQ
Envision Solar International Inc, EVSI,NASDAQ
Envista Holdings Corporation, NVST,NYSE
Enviva Inc, EVA,NYSE
Enzo Biochem Inc, ENZ,NYSE
EOG Resources Inc, EOG,NYSE
Eon Communications, EONCD,NASDAQ
Eon Labs, ELAB,NASDAQ
Eos Energy Enterprises Inc, EOSE,NASDAQ
EP Medsystems, EPMD,NASDAQ
EPAM Systems Inc, EPAM,NYSE
Epic Bancorp, EPIK,NASDAQ
Epicor Software Corp., EPIC,NASDAQ
Epiphany Technology Acquisition Corporation, EPHY,NASDAQ
Epiq Systems, EPIQ,NASDAQ
Epix Pharmaceuticals, EPIXD,NASDAQ
Epizyme Inc, EPZM,NASDAQ
Epoch Holding Corp., EPHC,NASDAQ
Epocrates, EPOC,NASDAQ
EPR Properties, EPR,NYSE
Epresence Inc., EPRE,NASDAQ
Epsilon Energy Ltd, EPSN,NASDAQ
EQ Health Acquisition Corp, EQHA,NYSE
Eqgp Holdings, EQGP,NYSE
EQM Midstream Partners LP, EQM,NYSE
Eqonex Limited, EQOS,NASDAQ
EQRx Inc, EQRX,NASDAQ
EQT Corporation, EQT,NYSE
Equifax Inc, EFX,NYSE
Equillium Inc, EQ,NASDAQ
Equinix Inc, EQIX,NASDAQ
Equinox Gold Corporation, EQX,AMEX
Equitable Holdings Inc, EQH,NYSE
Equitrans Midstream Corporation, ETRN,NYSE
Equity Bancshares Inc, EQBK,NASDAQ
Equity Commonwealth, EQC,NYSE
Equity Distribution Acquisition Corp, EQD,NYSE
Equity Lifestyle Properties Inc, ELS,NYSE
Equity Media Hldg Ut, EMDUQ,NASDAQ
Equity Media Hldgs Corp Unit, EMDAU,NASDAQ
Equity Media Hldgs Corp Warran, EMDAW,NASDAQ
Equity Media Holdings Corp, EMDA,NASDAQ
Equity One, EQY,NYSE
Equity Residential, EQR,NYSE
Equus Total Return Inc, EQS,NYSE
Era Group Inc, ERA,NYSE
Erasca Inc, ERAS,NASDAQ
Eresearch Technology Inc., ERT,NASDAQ
Erie Indemnity Company, ERIE,NASDAQ
Ermenegildo Zegna NV, ZGN,NYSE
Ero Copper Corporation, ERO,NYSE
Eros International Plc, EROS,NYSE
Eros STX Global Corporation, ESGC,NYSE
Escalade Inc, ESCA,NASDAQ
Escalera Resources Company, DBLE,NASDAQ
Eschelon Telecom, ESCH,NASDAQ
ESCO Technologies Inc, ESE,NYSE
ESGEN Acquisition Corporation, ESAC,NASDAQ
ESGEN Acquisition Corporation, ESACU,NASDAQ
ESM Acquisition Corporation, ESM,NYSE
Esmark, ESMK,NASDAQ
Espeed, ESPD,NASDAQ
Esperion Therapeutics Inc, ESPR,NASDAQ
Espey Manufacturing and Electronics Corp, ESP,AMEX
Esports Entertainment Group Inc, GMBL,NASDAQ
Esports Technologies Inc, EBET,NASDAQ
Esquire Financial Holdings Inc, ESQ,NASDAQ
Ess Tech (DE) Comm, ESST,NASDAQ
ESS Tech Inc, GWH,NYSE
ESSA Bancorp Inc, ESSA,NASDAQ
ESSA Pharma Inc, EPIX,NASDAQ
Essendant Inc., ESND,NASDAQ
Essent Group Ltd, ESNT,NYSE
Essential Properties Realty Trust Inc, EPRT,NYSE
Essential Utilities Inc, WTRU,NYSE
Essential Utilities Inc, WTRG,NYSE
Essex Property Trust Inc, ESS,NYSE
Essex Rental Corp, ERNTU,NASDAQ
Essex Rental Corp. - Units 03/04/2011, ESSXU,NASDAQ
Essex Rental Corp. - Warrant 03/04/2011, ESSXW,NASDAQ
Establishment Labs Holdings Inc, ESTA,NASDAQ
Estee Lauder Companies Inc, EL,NYSE
Estre Ambiental Inc, ESTR,NASDAQ
"Etablissements Delhaize Freres ET Cie ""LE Lion"" S.A.", DEG,NYSE
Etelecare Global Solutions ADS, ETEL,NASDAQ
ETF Managers Trust, GEMS,NYSE
Etfs White Metals Basket Trust, WITE,AMEX
Etfs Zacks Earnings Large-Cap U.S. Index Fund, ZLRG,AMEX
Ethan Allen Interiors Inc, ETD,NYSE
Ethan Allen Interiors Inc, ETH,NYSE
Eton Pharmaceuticals Inc, ETON,NASDAQ
ETRACS 2x Leveraged IFED Invest with the Fed TR Index ETN, FEDL,NYSE
ETRACS 2x Leveraged MSCI US ESG Focus TR ETN, ESUS,NYSE
ETRACS 2x Leveraged MSCI US Quality Factor TR ETN, QULL,AMEX
ETRACS Alerian Midstream EnergyHigh Dividend Index ETN, AMND,AMEX
Etracs Diversified High Income Etn, DVHI,AMEX
ETRACS IFED Invest with the Fed TR Index ETN, IFED,NYSE
Etracs Ise Exclusively Homebuilders Etn Due March 13 2045, HOMX,AMEX
ETRACS Mth Pay 1 5x Leveraged Closed end Fund Inx ETN, CEFD,AMEX
Etracs S&P 500 Veqtor Switch Index Etn Due December 2 2044, VQTS,AMEX
Etracs Wells Fargo Mlp Ex-Energy Etn, FMLP,AMEX
Etre Reit, ECAV,NASDAQ
ETRE REIT, ESSF,NASDAQ
Etrials Worldwide, 29786P103,NASDAQ
Etrials Worldwide, ETWC,NASDAQ
Etrials Worldwide Wrt, ETWCW,NASDAQ
Etsy Inc, ETSY,NASDAQ
Eucrates Biomedical Acquisition Corporation, EUCR,NASDAQ
Eurand N.V., EURX,NASDAQ
Eurasian Minerals  (Canada), EMXX,AMEX
Euro Tech Holdings Company Ltd New, CLWT,NASDAQ
Eurobancshares, EUBK,NASDAQ
EuroDry Ltd, EDRY,NASDAQ
Euronav NV, EURN,NYSE
Euronet Worldwide Inc, EEFT,NASDAQ
European Biotech Acquisition Corporation, EBAC,NASDAQ
European Equity Fund Inc, EEA,NYSE
European Sustainable Growth Acquisition Corporation, EUSG,NASDAQ
European Wax Center Inc, EWCZ,NASDAQ
Euroseas Ltd, ESEA,NASDAQ
Eurotrust A/S ADS, EURO,NASDAQ
EV3, EVVV,NASDAQ
Evans Bancorp Inc, EVBN,AMEX
Evci Career Colleges Holding, EVCID,NASDAQ
Evelo Biosciences Inc, EVLO,NASDAQ
Eventbrite Inc, EB,NYSE
Ever Glory International Group Inc, EVK,NASDAQ
Everbridge Inc, EVBG,NASDAQ
EverCommerce Inc, EVCM,NASDAQ
Evercore Inc, EVR,NYSE
Everest Re Group Ltd, RE,NYSE
Evergreen Solar, ESLR,NASDAQ
Evergreen Solar, ESLRD,NASDAQ
Evergy Inc, EVRG,NYSE
Everi Holdings Inc, EVRI,NYSE
Everlast Worldwide, EVST,NASDAQ
EverQuote Inc, EVER,NASDAQ
Eversource Energy, ES,NYSE
Everspin Technologies Inc, MRAM,NASDAQ
Evertec Inc, EVTC,NYSE
EVgo Inc, EVGO,NASDAQ
EVI Industries Inc, EVI,AMEX
Evo Acquisition Corporation, EVOJ,NASDAQ
EVO Payments Inc, EVOP,NASDAQ
Evofem Biosciences Inc, EVFM,NASDAQ
Evogene Ltd, EVGN,NASDAQ
Evoke Pharma Inc, EVOK,NASDAQ
Evolent Health Inc, EVH,NYSE
Evolus Inc, EOLS,NASDAQ
Evolution Petroleum Corporation, EPM,AMEX
Evolv Technologies Holdings Inc, EVLV,NASDAQ
Evolv Technologies Holdings Inc, EVLVU,NASDAQ
Evolve Transition Infrastructure LP, SNMP,AMEX
Evolving Systems, EVOLD,NASDAQ
Evolving Systems Inc, EVOL,NASDAQ
Evoqua Water Technologies Corp, AQUA,NYSE
Evotec Aktiengesellschaft Amer, EVTCV,NASDAQ
EW Scripps Company, SSP,NASDAQ
Exa Corp., EXA,NASDAQ
EXACT Sciences Corporation, EXAS,NASDAQ
Exagen Inc, XGN,NASDAQ
Examworks Grp., EXAM,NYSE
Exantas Capital Corp, XAN,NYSE
Exceed Company Ltd. - Units (One (1) Share of Common Stock And One (1) Warrant), EDSUU,NASDAQ
Exceed Company Ltd. - Warrants 11/08/2011, EDSWW,NASDAQ
Excel Tech, XLTC,NASDAQ
ExcelFin Acquisition Corporation, XFIN,NASDAQ
ExcelFin Acquisition Corporation, XFINU,NASDAQ
Excellon Resources Inc, EXN,AMEX
Exchange National Bancshares, EXJF,NASDAQ
Exchange Traded Concepts Trust, WIZE,AMEX
Exco Resources, EXCO,NASDAQ
Exe Technologies, EXEE,NASDAQ
Executive Network Partnering Corporation, ENPC,NYSE
Exela Technologies Inc, XELA,NASDAQ
Exela Technologies Inc, XELA,NASDAQ
Exelixis Inc, EXEL,NASDAQ
Exelon Corp, EXC,NYSE
Exelon Corporation, EXC,NASDAQ
Exelon Corporation, EXC,NASDAQ
Exeter Resource Corp. Ordinary Shares (Canada), XRA,AMEX
EXFO Inc, EXFO,NASDAQ
Exicure Inc, XCUR,NASDAQ
Exide Technologies - Warrants 03/28/2011, XIDEW,NASDAQ
Exide Technologies, XIDE,NASDAQ
ExlService Holdings Inc, EXLS,NASDAQ
ExOne Company, XONE,NASDAQ
Expedia, EXPEV,NASDAQ
Expedia Group Inc, EXPE,NASDAQ
Expedia Wrt, EXPEW,NASDAQ
Expedia Wrt, EXPEZ,NASDAQ
Expeditors International of Washington Inc, EXPD,NASDAQ
Expensify Inc, EXFY,NASDAQ
Experience Investment Corporation, EXPC,NASDAQ
Exponent Inc, EXPO,NASDAQ
Express Inc, EXPR,NYSE
Expro Group Holdings NV, XPRO,NYSE
Extended Stay America Inc, STAY,NASDAQ
Extended Systems, XTND,NASDAQ
Extendicare Inc., EXEA,NYSE
Exterran Corporation, EXTN,NYSE
Extra Space Storage Inc, EXR,NYSE
Extraction Oil and Gas Inc, XOG,NASDAQ
Extreme Networks Inc, EXTR,NASDAQ
Exxon Mobil Corp, XOM,NYSE
Exxon Mobil Corp, XOM,NYSE
Eyegate Pharmaceuticals Inc, EYEG,NASDAQ
Eyenovia Inc, EYEN,NASDAQ
EyePoint Pharmaceuticals Inc, EYPT,NASDAQ
Eyetech Pharmaceuticals, EYET,NASDAQ
EZCORP Inc, EZPW,NASDAQ
E-Z-EM, EZEM,NASDAQ
EzFill Holdings Inc, EFZL,NASDAQ
EzFill Holdings Inc, EZFL,NASDAQ
EZGO Technologies Ltd, EZGO,NASDAQ
F F D Financial, FFDF,NASDAQ
F star Therapeutics Inc, FSTX,NASDAQ
F Stop Mgmt, FSTP,NASDAQ
F&M Bancorp, FMBN,NASDAQ
F.A.O., FAOO,NASDAQ
F45 Training Holdings Inc, FXLV,NYSE
F5 Inc, FFIV,NASDAQ
Fabrinet, FN,NYSE
Facet Biotech, FACTV,NASDAQ
Facet Biotech, FACT,NASDAQ
Factory Card & Party Outlet, FCPO,NASDAQ
FactSet Research Systems Inc, FDS,NYSE
Factual Data, FDCC,NASDAQ
Fair Isaac Inc, FICO,NYSE
Fairchild Semiconductor International, FCS,NASDAQ
Fairpoint Communications, FRP,NASDAQ
Fairway Grp. Holdings Corp. - Class A, FWM,NASDAQ
Falcon Capital Acquisition Corporation, FCAC,NASDAQ
Falcon Capital Acquisition Corporation, FCACU,NASDAQ
Falcon Minerals Corporation, FLMN,NASDAQ
Falconbridge ltd new 2005, FALB,NYSE
Familymeds Grp., FMRXD,NASDAQ
Fang Holdings Limited, SFUN,NYSE
Far Peak Acquisition Corporation, FPAC,NYSE
Faraday Future Intelligent Electric Inc, FFIE,NASDAQ
Farfetch Limited, FTCH,NYSE
Fargo Electronics, FRGO,NASDAQ
Farmer Brothers Company, FARM,NASDAQ
Farmers and Merchants Bancorp Inc, FMAO,NASDAQ
Farmers National Banc Corporation, FMNB,NASDAQ
Farmland Partners Inc, FPI,NYSE
Farmmi Inc, FAMI,NASDAQ
Farmmi Inc, FAMI,NASDAQ
FARO Technologies Inc, FARO,NASDAQ
Fasanara Capital Absolute Return Multi-Asset Fund - Institutional Class Shares, FCXIX,NASDAQ
FAST Acquisition Corp, FST,NYSE
FAST Acquisition Corp II, FZT,NYSE
Fastenal Company, FAST,NASDAQ
Fastly, FSLY,NASDAQ
Fastly Inc, FSLY,NYSE
Fastnet, FSST,NASDAQ
FAT Brands Inc, FAT,NASDAQ
FAT Brands Inc, FATBB,NASDAQ
FAT Brands Inc, FATBW,NASDAQ
Fat Projects Acquisition Corporation, FATP,NASDAQ
Fate Therapeutics Inc, FATE,NASDAQ
Fathom Digital Manufacturing Corporation, FATH,NYSE
Fathom Holdings Inc, FTHM,NASDAQ
Fauquier Bankshares Inc, FBSS,NASDAQ
FB Financial Corporation, FBK,NYSE
FBL Financial Group Inc, FFG,NYSE
Fbr &, FBRC,NASDAQ
Fbr Capital Markets Corp., FBCM,NASDAQ
FC Global Realty Incorporated Com USD0.01, PHMD,NASDAQ
Fcstone Grp., FCSX,NASDAQ
Featherlite, FTHR,NASDAQ
Federal Agricultural Mortgage Corporation, AGM,NYSE
Federal Realty Investment Trust, FRT,NYSE
Federal Signal Corp, FSS,NYSE
Federal Street Acquisition Corp., FSAC,NASDAQ
Federal Street Acquisition Corp. - Warrant, FSACW,NASDAQ
Federal-Mogul Holdings Corp., FDML,NASDAQ
Federated Hermes Inc, FHI,NYSE
Federated Hermes Premier Municipal Income Fund, FMN,NYSE
Federated Investors Inc, FII,NYSE
FedEx Corp, FDX,NYSE
Fedfirst Financial, FFCOD,NASDAQ
FedNat Holding Company, FNHC,NASDAQ
Fei Company, FEIC,NASDAQ
Fellazo Inc, FLLC,NASDAQ
Female Health Co, FHC,NASDAQ
Femasys Inc, FEMY,NASDAQ
Fender Musical Instruments Corp., FNDR,NASDAQ
Fenix Parts, FENX,NASDAQ
Fennec Pharmaceuticals Inc, FENC,NASDAQ
Ferguson Plc, FERG,NYSE
Ferrari NV, RACE,NYSE
Ferrellgas Partners LP, FGP,NYSE
Ferro Corp, FOE,NYSE
Ferroglobe PLC, GSM,NASDAQ
FFBW Inc, FFBW,NASDAQ
Fflc Bancorp - Common Stock, FFLC,NASDAQ
FG Financial Group Inc, FGF,NASDAQ
FG New America Acquisition Corp, FGNA,NYSE
FG New America Acquisition Corp, FGNAU,NYSE
FGL Holdings, CFCOU,NASDAQ
FGL Holdings, FG,NYSE
Fgx International Holdings Lim, FGXI,NASDAQ
FI Enhanced Europe 50 Etn, FIEU,AMEX
Fiat Chrysler Automobiles NV, FCAU,NYSE
Fibernet Telecom Grp., FTGX,NASDAQ
Fiberstars, FBST,NASDAQ
Fibertower, FTWRD,NASDAQ
Fibertower Cp, FTWR,NASDAQ
Fibrocell Science Inc, FCSC,NASDAQ
FibroGen Inc, FGEN,NASDAQ
Fidelity Bancorp, FSBI,NASDAQ
Fidelity Bankshares, FFFL,NASDAQ
Fidelity D and D Bancorp Inc, FDBC,NASDAQ
Fidelity National Financial Inc, FNF,NYSE
Fidelity National Information Services Inc, FIS,NYSE
Fidelity National Information Solutions, FNIS,NASDAQ
Fiduciary Claymore Energy Infrastructure Fund, FMO,NYSE
Fidus Investment Corporation, FDUS,NASDAQ
Fidus Investment Corporation, FDUSG,NASDAQ
Fidus Investment Corporation, FDUSL,NASDAQ
Fidus Investment Corporation, FDUSZ,NASDAQ
Field Trip Health Ltd, FTRP,NASDAQ
Fieldstone Investment Corp, FICC,NASDAQ
Fiesta Restaurant Group Inc, FRGI,NASDAQ
Fiesta Restaurant Grp. - Common Stock When Issued, FRGIV,NASDAQ
Fifth Str SR Floating Rate Corp, FSFR,NASDAQ
Fifth Street Finance Corp, FSC,NASDAQ
Fifth Third Bancorp, FITB,NASDAQ
Fifth Wall Acquisition Corporation I, FWAA,NASDAQ
Fifth Wall Acquisition Corporation III, FWAC,NASDAQ
FIGS Inc, FIGS,NYSE
Figure Acquisition Corp I, FACA,NYSE
Filenet, FILE,NASDAQ
Finance of America Companies Inc, FOA,NYSE
Financial Institutions Inc, FISI,NASDAQ
Financial Select Sector, XLF,AMEX
Financial Strategies Acquisition Corporation, FXCOU,NASDAQ
Finch Therapeutics Group Inc, FNCH,NASDAQ
Findwhat.Com, FWHT,NASDAQ
FingerMotion Inc, FNGR,NASDAQ
Finisar, FNSRD,NASDAQ
Finisar Corp, FNSR,NASDAQ
Finjan Holdings Inc, FNJN,NASDAQ
Finnovate Acquisition Corporation, FNVT,NASDAQ
Finnovate Acquisition Corporation, FNVTU,NASDAQ
FinServ Acquisition Corporation, FSRV,NASDAQ
FinServ Acquisition Corporation II, FSRX,NASDAQ
FinTech Acquisition Corporation III, FTAC,NASDAQ
FinTech Acquisition Corporation IV, FTIV,NASDAQ
FinTech Acquisition Corporation V, FTCV,NASDAQ
FinTech Acquisition Corporation VI, FTVI,NASDAQ
Fintech Ecosystem Development Corporation, FEXDU,NASDAQ
FinTech Evolution Acquisition Group, FTEV,NYSE
Finward Bancorp, FNWD,NASDAQ
FinWise Bancorp, FINW,NASDAQ
FireEye Inc, FEYE,NASDAQ
First Advantage Bancorp, FABK,NASDAQ
First Advantage Corp CL A, FADV,NASDAQ
First Advantage Corporation, FA,NASDAQ
First American Corp, FAF,NYSE
First Avenue Networks, FRNS,NASDAQ
First Bancorp, FBNC,NASDAQ
First Bancorp Inc, FNLC,NASDAQ
First Bancorp Ind New, FBEI,NASDAQ
First Bancorp New, FBP,NYSE
First Bancshares, FBSI,NASDAQ
First Bancshares Inc, FBMS,NASDAQ
First Banctrust Corp, FBTC,NASDAQ
First Bank, FRBA,NASDAQ
First Bankshares, SUFB,NASDAQ
First Busey Corporation, BUSE,NASDAQ
First Business Financial Services Inc, FBIZ,NASDAQ
First Capital Inc, FCAP,NASDAQ
First Charter Corp, FCTR,NASDAQ
First Chester County Corp., FCEC,NASDAQ
First Choice Bancorp, FCBP,NASDAQ
First Citizens Bancshares Inc, FCNCA,NASDAQ
First Clover Leaf Financial Corp., FCLF,NASDAQ
First Colonial Grp., FTCG,NASDAQ
First Commonwealth Financial Corp, FCF,NYSE
First Community Bancshares Inc, FCBC,NASDAQ
First Community Bank Corp. of America, FCFL,NASDAQ
First Community Corporation, FCCO,NASDAQ
First Community Financial Partners, FCFP,NASDAQ
First Consulting Grp, FCGI,NASDAQ
First Data Corporation, FDC,NYSE
First Defiance Financial Corporation, FDEF,NASDAQ
First Eagle Alternative Capital BDC Inc, FCRD,NASDAQ
First Eagle Alternative Capital BDC Inc, FCRZ,NYSE
First Eagle Alternative Capital BDC Inc, FCRW,NYSE
First Eagle Alternative Capital BDC Inc, FCRX,NYSE
First Eagle Senior Loan Fund, FSLF,NYSE
First Essex Bancorp, FESX,NASDAQ
First Fed Banc Southwst, FFSW,NASDAQ
First Fed Bancorp, FFBZ,NASDAQ
First Federal Bancshares, FFBI,NASDAQ
First Federal Bancshares of Arkansas, FFBHD,NASDAQ
First Federal Capital, FTFC,NASDAQ
First Federal Financial Services, FFFS,NASDAQ
First Financial Bancorp, FFBC,NASDAQ
First Financial Bankshares Inc, FFIN,NASDAQ
First Financial Corporation, THFF,NASDAQ
First Financial Holdings, FFCH,NASDAQ
First Financial Northwest Inc, FFNW,NASDAQ
First Financial Service Corp., FFKY,NASDAQ
First Foundation Inc, FFWM,NASDAQ
First Franklin Corp., FFHS,NASDAQ
First Guaranty Bancshares Inc, FGBI,NASDAQ
First Hawaiian Inc, FHB,NASDAQ
First Health Grp., FHCC,NASDAQ
First HighSchool Education Group Co Ltd, FHS,NYSE
First Horizon Corporation, FHN,NYSE
First Horizon Pharmaceutical, FHRX,NASDAQ
First Ind Corp, FINB,NASDAQ
First Industrial Realty Trust Inc, FR,NYSE
First Internet Bancorp, INBK,NASDAQ
First Internet Bancorp, INBKL,NASDAQ
First Internet Bancorp, INBKZ,NASDAQ
First Interstate BancSystem Inc, FIBK,NASDAQ
First Keystone Financial, FKFS,NASDAQ
First Light Acquisition Group Inc, FLAG,NYSE
First Light Acquisition Group Inc Warrants (01/01/9999), FLAGWS,NYSE
First M & F Corp., FMFC,NASDAQ
First Majestic Silver Corporation, AG,NYSE
First Marblehead Corp. (The), FMD,NYSE
First Merchants Corporation, FRME,NASDAQ
First Mid Bancshares Inc, FMBH,NASDAQ
First Midwest Bancorp Inc, FMBI,NASDAQ
First Mutual Bancshares, FMSB,NASDAQ
First National Bancshares (FL), FBMT,NASDAQ
First National Bancshares (SC), FNSC,NASDAQ
First National Bancshares (SC), FNSCE,NASDAQ
First National Corporation, FXNC,NASDAQ
First Natl Panel New, FNPC,NASDAQ
First Niagara Financial Grp. Inc., FNFG,NASDAQ
First Northwest Bancorp, FNWB,NASDAQ
First Oak Brook Bancshares, FOBB,NASDAQ
First of Long Island Corporation, FLIC,NASDAQ
First Pactrust Bancorp, FPTB,NASDAQ
First Place Financial Corp., FPFC,NASDAQ
First Republic Bank, FRC,NYSE
First Reserve Sustainable Growth Corporation, FRSG,NASDAQ
First Savings Financial Group Inc, FSFG,NASDAQ
First Seacoast Bancorp, FSEA,NASDAQ
First Security Grp., FSGID,NASDAQ
First Sentinel Bancorp, FSLA,NASDAQ
First Solar Inc, FSLR,NASDAQ
First South Bancorp, FSBK,NASDAQ
First State Bncp, FSNM,NASDAQ
First Trust 1188 Lehman, FJBVX,NASDAQ
First Trust Aberdeen Emerging Opportunity Fund, FEO,NYSE
First Trust Aberdeen Global Opportunity Income Fund, FAM,NYSE
First Trust Dividend And Income Fund  of Beneficial Interest, FAV,NYSE
First Trust Dynamic Europe Equity Income Fund, FDEU,NYSE
First Trust Energy Income and Growth Fund, FEN,AMEX
First Trust Energy Infrastructure Fund, FIF,NYSE
First Trust Enhanced Equity Income Fund, FFA,NYSE
